,source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
167,Google Play,dc917011-daaa-42cf-9163-0ecbee7e3234,Wanda Febrianti,,mau tnya gimana caranya ganti rm dengan rp ya? Soalnya saya gk bsa pkai rm,1,1,2024-04-07 17:13:00,"Kami kesal mendengar ulasan ini, Wanda Febrianti. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-07 18:48:40,3.22.50,id,id
168,Google Play,a3d14c8b-5499-4d23-8d88-d5c6f7559396,Ragil rasyid,,okelah saya suka belanja di aplikasi shopee barang ok ongkir nya ok juga🫰terbaik ✌️,5,17,2024-04-06 23:05:20,"Kami gembira mendengar ulasan ini Ragil rasyid! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-07 00:04:15,3.22.50,id,id
169,Google Play,dfd9ddf4-ceec-4097-92b1-a30405d4f3ef,Adi Krisdiantoro,,Puas hati,5,0,2024-04-06 17:39:31,"Kami gembira mendengar ulasan ini Adi Krisdiantoro! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-06 19:41:37,3.22.50,id,id
170,Google Play,f418aa81-f0a0-4266-9cbd-88d3dd7e8cbf,Def flerick travous David,,"Shopee terukk, balik² guna penghantaran spx express, penghantaran ke sabah 2 minggu lebih, lembabb la,",1,0,2024-04-06 15:56:46,"Kami kesal mendengar ulasan ini, Def flerick travous David. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-06 16:03:54,,id,id
171,Google Play,4bc6c820-d78a-425f-a65d-edd51368da24,Kocor Dualima,,Sangat bagus,5,0,2024-04-06 13:39:43,"Kami gembira mendengar ulasan ini Kocor Dualima! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-06 14:25:13,3.22.50,id,id
172,Google Play,1e7fdd76-9a2f-45df-b8c7-a4b13603cef4,Lili Astuti,,Saya atas nama lili astuti sangat kecewa sama J&T expres malaysia Bagi saya belanja di shopee sangat senang namun bila guna kurir J&T ni payah sangat nak COD atau pun cash Kalok kita tak ambil sendiri ke office barang tetap tertahan Mohon kepada pihak shopee semoga tidak kerja sama lagi dengan J&T,3,0,2024-04-05 21:39:24,"Terima kasih atas rating ini, Lili Astuti!
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet Percuma.",2024-04-05 22:14:04,,id,id
173,Google Play,2f7664d8-188f-4315-8ad1-d9a2f5bd362c,ZAINUDDIN,,Mantap,5,0,2024-04-05 21:36:15,"Kami gembira mendengar ulasan ini Cleaning Service! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 22:32:51,3.22.50,id,id
174,Google Play,9a75bef8-b2f9-4ee5-b2e2-2f08e35d5b75,El Hakim,,Terus banyak kan promo,5,1,2024-04-05 15:51:58,"Kami gembira mendengar ulasan ini El Hakim! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 16:04:43,3.22.50,id,id
175,Google Play,1b97aa0c-fda8-4795-ac79-d2ff3a36917e,Fendi Prasetiyo,,Sangat puas,5,0,2024-04-05 14:05:43,"Kami gembira mendengar ulasan ini Fendi Prasetiyo! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 15:17:07,3.18.22,id,id
176,Google Play,8faa0c55-36c9-46e5-b650-d943cc16ef94,Jaka Jak,,Good,5,0,2024-04-05 13:14:19,"We're happy to hear that you're enjoying Shopee, Jaka Jak! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-05 14:08:30,3.22.50,id,id
177,Google Play,17ec2944-1f8a-4a21-a28b-b82233374416,Serina Refita,,"Sebelum ini Ok aja, tp akhir² ini shopee chat gabisa dipake. Setiap login shopee chat selalu naik ""Sistem ralat, sila cuba lagi"" dah try berbelas² kali sama aja jawabannya ky gitu. Tolong solusinya min",4,100,2024-04-05 12:23:06,"Kami kesal mendengar ulasan ini, Serina Refita. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-05 13:06:41,3.22.50,id,id
178,Google Play,79135f9f-4ba2-4c89-9b7d-65dffc5be4e4,Jasa Budiman,,Knpa shopee saya GK bsa cod,5,0,2024-04-05 11:32:48,"Terima kasih untuk rating yang diberikan Jasa Budiman! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 12:24:03,3.22.50,id,id
179,Google Play,3da63822-56b6-469f-9f20-5f056368e003,Tya Switri,,"I've been shopping a lot, but I hope Shopee gives permission for foreigners to use Spaylatter using a passport, because I also have a Spaylatter account in my country",4,0,2024-04-05 09:56:50,"We're happy to hear that you're enjoying Shopee, Tya Switri! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-05 10:17:31,3.21.17,id,id
180,Google Play,43c5ff3a-f0b3-4224-9ed1-5651dc615c94,Mazlan Mazlan,,ww ini w ini adalah beberapa contoh soal tes ukg tahap yang lebih besar daripada di dalam,1,0,2024-04-05 07:01:48,"Kami kesal mendengar ulasan ini, Mazlan Mazlan. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-05 08:08:06,,id,id
181,Google Play,a4d8c584-c25f-44cf-9c08-e4fb5c310ed3,Bagas Subang Jaya ss15,,sangat bagus,5,0,2024-04-05 02:09:36,"Kami gembira mendengar ulasan ini Bagas Subang Jaya ss15! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 03:11:01,3.22.50,id,id
182,Google Play,62df6936-0946-4ef4-9f3c-f9a689556c4e,Boy Faris,,Saya cobak dahulu,4,0,2024-04-05 00:28:03,"Kami gembira mendengar ulasan ini Boy Faris! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-05 01:20:48,,id,id
183,Google Play,7d8443dd-dec2-467a-8299-73020be47336,CaH Bagus,,Memang terbaik👍,5,0,2024-04-04 17:07:30,"Kami gembira mendengar ulasan ini CaH Bagus! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 20:27:17,,id,id
184,Google Play,66da9b5e-7dab-4954-ade3-df569c69c94f,Ibus Ibus,,"Tolong jangan beri iklan ke saya lagi,karna saya tak memakai aplikasi ini",1,0,2024-04-04 15:37:24,"Kami kesal mendengar ulasan ini, Ibus Ibus. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-04 16:11:28,,id,id
185,Google Play,7b134826-3d65-4cdd-8a22-1f47b8da9292,MUHAMMAD RAHMAN MUHAMMAD RAHMAN,,😘😘😘,5,0,2024-04-04 15:22:37,"Kami gembira mendengar ulasan ini MUHAMMAD RAHMAN MUHAMMAD RAHMAN! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 16:06:57,3.22.50,id,id
186,Google Play,6437fb50-6b88-424a-9b49-d9677411cffe,Pisang Goreng,,Bagus,5,0,2024-04-04 13:29:11,"Kami gembira mendengar ulasan ini Pisang Goreng! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 14:10:59,3.22.50,id,id
187,Google Play,db684612-fffd-4d1b-bb3a-4146393facce,Mahyu_ mustafaa,,"Suka sangat shoping dekat shopee, brg dia murah berkualitas dan berbaloi, kurir pun best semua, kalo ada bintang 10 saya bagi, kurir ramah sangat tau, hay shopee jangan lipa bagi diskon grtis ongkir yang banyak ya buat kami penduduk bumi yg miskin ini....by see u",5,1,2024-04-04 13:10:42,"Kami gembira mendengar ulasan ini Mahyu_ mustafaa! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 14:26:35,3.21.17,id,id
188,Google Play,1a677bec-059c-43b8-8875-70c9a0d5608e,Yusofchoo Channel,,cekik darah seller,1,0,2024-04-04 12:55:22,"Kami kesal mendengar ulasan ini, Yusofchoo Channel. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-04 13:46:15,3.21.17,id,id
189,Google Play,8c94ae77-37e9-445e-a6f1-f848a9100ac7,shasya riri,,Memudahkan,5,0,2024-04-04 12:53:52,"Kami gembira mendengar ulasan ini shasya riri! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 13:32:06,,id,id
190,Google Play,a45ad70d-0fd5-4d9b-99a5-e11d747ce556,rapi in,,Ok sesuai dgn d gambar.,5,0,2024-04-04 10:21:38,"Kami gembira mendengar ulasan ini rapi in! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 11:18:40,3.22.50,id,id
191,Google Play,240fb19b-7396-4ed5-a323-fc53ebbc6353,Al Ficky,,Terbaik shoope,5,0,2024-04-04 00:35:27,"Kami gembira mendengar ulasan ini Al Ficky! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 02:14:06,3.22.50,id,id
192,Google Play,400bb391-4474-4583-8a7f-c60498530323,Slaman Fatoni,,Jadi senang nk beli barang,5,0,2024-04-04 00:32:18,"Kami gembira mendengar ulasan ini Slaman Fatoni! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-04 02:16:42,3.21.11,id,id
193,Google Play,cb730c6c-3910-433b-96a2-8a37ec16b781,Acil Acil,,anj susah bngt apks ini,1,1,2024-04-03 21:00:52,"Kami kesal mendengar ulasan ini, Acil Acil. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-03 21:12:16,3.22.50,id,id
194,Google Play,66b2f217-5ea6-47bc-a867-2089f78cb60d,Purnama Sari,,"Suka sngat dengan Shopee,belanja lebih mudah.",5,13,2024-04-03 19:47:52,"Kami gembira mendengar ulasan ini Purnama Sari! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-03 20:18:41,3.22.50,id,id
195,Google Play,c0ba80f1-0243-4c2f-86e3-988f4f1c8ecb,Akun Baru,,Good,5,0,2024-04-03 18:07:03,"We're happy to hear that you're enjoying Shopee, Akun Baru! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-03 21:23:23,3.22.50,id,id
196,Google Play,bd237b47-715b-438a-80e1-2a1c2227264c,Muhrim Muhrim,,Shopee memang terbaik,5,0,2024-04-03 17:09:58,"Kami gembira mendengar ulasan ini Muhrim Muhrim! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-03 20:30:23,3.18.24,id,id
197,Google Play,9b350be4-5983-45bc-b610-5df31bc5ba09,Choir Maez,,Sebab jarang dapat COD,4,0,2024-04-03 01:00:02,"Terima kasih atas rating ini, Choir Maez!
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet Percuma.",2024-04-03 01:16:54,3.17.23,id,id
198,Google Play,1579eadd-9c6b-4dc8-96d4-f3492b504e52,Dul Mawi,,Sangat Bermanfaat,5,0,2024-04-02 16:20:28,"Kami gembira mendengar ulasan ini Dul Mawi! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-02 17:03:49,3.22.40,id,id
199,Google Play,34dacccb-16db-4529-ba60-c9410c548cc4,Mohammad Rudi,,Penghantaran lebih cepat,5,0,2024-04-02 14:05:43,"Kami gembira mendengar ulasan ini Mohammad Rudi! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-02 15:04:10,3.21.17,id,id
200,Google Play,38552a84-5ed2-4b87-a39e-008801851e18,Bob Dwi,,Bes,5,0,2024-04-02 13:23:23,"Kami gembira mendengar ulasan ini Bob Dwi! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-04-02 14:56:58,3.20.10,id,id
201,Google Play,09d4e8fd-35d7-422e-b322-2dab179c8e7e,Achmad fatihul iman Aiman,,Ok,5,0,2024-04-02 13:13:56,"We're happy to hear that you're enjoying Shopee, Achmad fatihul iman Aiman! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-02 15:01:24,,id,id
202,Google Play,325882bc-54da-4a7d-9bc6-e52001e83be3,Rafif Alfarizqi,,Pengiriman tak jelas tak sesuai time,1,1,2024-04-02 12:53:56,"Kami kesal mendengar ulasan ini, Rafif Alfarizqi. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-02 13:05:59,3.21.17,id,id
203,Google Play,d3176d22-7afb-4164-9a3e-a39eba8a32bb,Alex Chengil,,Promo gak di pakai🥵🥵🥵,1,0,2024-04-01 23:28:49,"Kami kesal mendengar ulasan ini, Alex Chengil. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-04-02 00:52:52,3.14.15,id,id
204,Google Play,a883754e-0ba4-48e0-aba5-e8c4da0f2f89,Mohammah Yunuslontong,,Ok,5,0,2024-04-01 22:11:04,"We're happy to hear that you're enjoying Shopee, Mohammah Yunuslontong! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-02 00:27:28,3.21.17,id,id
205,Google Play,3b12ab54-b7a7-4e78-898c-d2d25bdb6d9c,Kelana Jaya,,Ok,5,0,2024-04-01 20:58:02,"We're happy to hear that you're enjoying Shopee, Kelana Jaya! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-01 21:04:03,3.16.18,id,id
206,Google Play,03573768-3fa1-4654-ace1-6cb1a19117d7,Rusli Efendi,,Ok gass,5,0,2024-04-01 18:36:45,"We're happy to hear that you're enjoying Shopee, Rusli Efendi! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-01 19:49:14,2.57.13,id,id
207,Google Play,23316c5e-4cb4-4cef-ac55-6e3f539a040b,Maryana 1991,,Good the beast i lov shoppy,5,0,2024-04-01 08:30:26,"We're happy to hear that you're enjoying Shopee, Maryana 1991! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-04-01 09:09:05,3.21.17,id,id
208,Google Play,bbb21a28-2c62-487e-bfae-e6046182e265,Ribut ali,,TerbAik,5,0,2024-03-31 18:20:02,"Kami gembira mendengar ulasan ini Ribut ali! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-31 19:07:33,3.21.17,id,id
209,Google Play,ae986bfc-2004-47db-ae74-ae36478ed492,Ig Nas,,Sangat membantu,5,0,2024-03-31 16:24:59,"Kami gembira mendengar ulasan ini Ig Nas! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-31 17:08:53,3.21.17,id,id
210,Google Play,b38eef1f-bbee-4099-b7dd-2e4493a91859,Boni Venture,,"Dulu Shopee meria sangat dan banyak sekali barang yang boleh di beli di Shopee... Sekarang Shopee sunyi sekali, barangnya lama-lama menjadi sikit entah kenapa... Kebanyakan kedai-kedai sudah tidak aktif.. Sekarang lazada yang semakin meria dan populer... Semangat lah wahai Shopee untuk meningkatkan kepopuleran sekali lagi👍🏻🔥",4,2,2024-03-31 12:09:50,,,,id,id
211,Google Play,04b4370c-aa03-421d-baa0-97e639e16c42,Udin Rami,,RE,2,0,2024-03-31 10:08:20,"We're happy to hear that you're enjoying Shopee, Udin Rami! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-03-31 11:09:17,3.22.50,id,id
212,Google Play,90873eb2-ba8a-4419-93dd-4367cb532a22,Uyun Vjsk23,,"Untuk shopee saya sangat senang cuma TERUNTUK KAWASAN SELANGOR PENGANTARAN X PAYAH LAH PAKAI SPX EXPRESS MENGECEWAKAN,, SANGAT KECEWA",5,0,2024-03-31 05:20:39,"Kami kesal mendengar ulasan ini, Uyun Vjsk23. 😢 Kami ingin menyelesaikan masalah ini dan membantu anda dengan selanjutnya.
Sila hubungi kami dan berikan kami informasi lanjut supaya kami boleh membantu anda melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat ataupun Panggilan Internet.",2024-03-31 06:11:27,3.21.17,id,id
213,Google Play,13c205af-ec7e-492b-a701-ebcac3d16295,Ati Yosep,,Sangat bagus blnja di sini,5,0,2024-03-30 21:32:32,"Kami gembira mendengar ulasan ini Ati Yosep! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-30 23:23:41,,id,id
214,Google Play,17437ee4-33f1-4276-8e4c-f0ea6dc4248f,tati haryati,,Puas hati,5,2,2024-03-30 20:46:02,"Kami gembira mendengar ulasan ini tati haryati! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-30 21:05:00,3.21.17,id,id
215,Google Play,a1e8acb2-1d1e-411f-8985-f588ef333c8e,Clas of Clan,,Dapat kredit 10 Ringgit free 😍😍😍😍,5,0,2024-03-30 09:23:02,"Kami gembira mendengar ulasan ini Clas of Clan! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-30 10:09:21,3.21.17,id,id
216,Google Play,c46ba3b6-3e96-4bfe-ae56-4388252ae991,Bela Bela,,Sya sangat suka belanja di shopee,5,0,2024-03-30 01:06:40,"Kami gembira mendengar ulasan ini Bela Bela! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-30 02:09:27,3.19.12,id,id
217,Google Play,43ff07b9-0f46-4b54-a284-0e4e823e4b68,Ahmad Patoni,,Matrial ok,5,0,2024-03-29 21:13:36,"We're happy to hear that you're enjoying Shopee, Ahmad Patoni! If you have any suggestions or if there's anything specific you love about the app, feel free to let us know. If you need assistance, feel free to contact us via your Shopee App through Me > Help Centre and choose between Chat, Email or Free Internet Call.",2024-03-29 22:14:08,3.21.17,id,id
218,Google Play,84292d5d-e7f3-4ed0-9247-938998ef6ef4,Nuromansah Oman,,Puas hati penghantaran sangat pantas??,5,0,2024-03-29 18:11:15,"Kami gembira mendengar ulasan ini Nuromansah Oman! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-29 19:59:36,3.21.17,id,id
219,Google Play,74f2c08b-698e-4503-8951-84a9d7a3d459,Hariyanto Yanto69,,Shope sangat berguna bagi kita orang 👍👍👍👍,5,0,2024-03-29 16:11:22,"Kami gembira mendengar ulasan ini Hariyanto Yanto69! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-29 17:56:03,3.21.17,id,id
220,Google Play,2076885c-93a9-46db-9d29-fc454e89e012,long jay,,Terbaik,5,0,2024-03-29 14:54:10,"Kami gembira mendengar ulasan ini long jay! Maklum balas positif memberi motivasi untuk kami terus memberikan anda pengalaman terbaik.
Jika anda mempunyai sebarang cadangan atau pandangan, sila hubungi kami melalui Aplikasi Shopee dan klik ""Saya"" > ""Pusat Bantuan"" dan pilih antara Chat, E-mel, atau Panggilan Internet.",2024-03-29 15:42:04,3.22.50,id,id
